Module,eFPGA Template,,,,,
,Memory address:  EFPGA_ASYNC_APB_START_ADD(` EFPGA_ASYNC_APB_START_ADD),,,,,
,,,,,,
,The eFPGA Template instantiates all the user accessible IO in the eFPGA and makes it available,,,,,
,for logic validation .,,,,,
,,,,,,
,The eFPGA provide the following interfaces and resources,,,,,
,"1. Asynchronous CPU read/write bus. With 32-bit data, byte enables and 20-bits Address",,,,,
,2. Four TCDM interfaces for eFPGA high speed access to read/write main L2 RAM,,,,,
,3. 32-bits of fpga IO which connects the fpga to the device pins via the pin mux,,,,,
,4. 16-bits of event generation that can interrupt the CPU.,,,,,
,5. 2 Math units each mathunit contains 2 32-bit multipliers that can be fractured ,,,,,
,"into  2-16-bit, 4-8-bit or 8-4-bit multiply with accumulators and 3 4Kbyte",,,,,
,Simple dual port RAMS.,,,,,
,,,,,,
,,,,,,
,,,,,,
Register,Offset/Field,MSB,LSB,Type,Default,Description
0x00,TCDM_CTL_P0,,,,,
,tcdm_wen_p0,31,31,RW,0x0," 1 = read on TCDM 0, 0 = write on TCDM 0"
,tcdm_be_p0,23,20,RW,0x0,Set the bye enables for TCDM 0
,tcdm_addr_p0,19,0,RW,0x0,Sets the address to be used on TCDM 0
0x04,TCDM_CTL_P1,,,,,
,tcdm_wen_p1,31,31,RW,0x0," 1 = read on TCDM 1, 0 = write on TCDM 1"
,tcdm_be_p1,23,20,RW,0x0,Set the bye enables for TCDM 1
,tcdm_addr_p1,19,0,RW,0x0,Sets the address to be used on TCDM 1
0x08,TCDM_CTL_P2,,,,,
,tcdm_wen_p2,31,31,RW,0x0," 1 = read on TCDM 2, 0 = write on TCDM 2"
,tcdm_be_p2,23,20,RW,0x0,Set the bye enables for TCDM 2
,tcdm_addr_p2,19,0,RW,0x0,Sets the address to be used on TCDM 2
0x0C,TCDM_CTL_P3,,,,,
,tcdm_wen_p3,31,31,RW,0x0," 1 = read on TCDM 3, 0 = write on TCDM 3"
,tcdm_be_p3,23,20,RW,0x0,Set the bye enables for TCDM 3
,tcdm_addr_p3,19,0,RW,0x0,Sets the address to be used on TCDM 3
,,,,,,
0x10,M0_M0_CONTROL,,,,,
,m0_m0_reset,31,31,RW,0x0,"Math Unit 0, Multiplier 0 reset accumulator"
,m0_m0_sat,18,18,RW,0x0,"Math Unit 0, Multiplier 0 select saturation"
,m0_m0_clr,17,17,RW,0x0,"Math Unit 0, Multiplier 0 clear accumulator"
,m0_m0_rnd,16,16,RW,0x0,"Math Unit 0, Multiplier 0 select rounding"
,m0_m0_csel,15,15,RW,0x0,"Math Unit 0, Multiplier 0 coefficient selection"
,m0_m0_osel,14,14,RW,0x0,"Math Unit 0, Multiplier 0 operand slection"
,m0_m0_mode,13,12,RW,0x0,"Math Unit 0, Multiplier 0 mode. 00 = 32-bit, 01 = 16-bit, 10= 8-bit, 11 = 4-bit"
,m0_m0_outsel,5,0,RW,0x0,"Math Unit 0, Mutliplier 0 output select"
,,,,,,
0x14,M0_M1_CONTROL,,,,,
,m0_m1_reset,31,31,RW,0x0,"Math Unit 0, Multiplier 1 reset accumulator"
,m0_m1_sat,18,18,RW,0x0,"Math Unit 0, Multiplier 1 select saturation"
,m0_m1_clr,17,17,RW,0x0,"Math Unit 0, Multiplier 1 clear accumulator"
,m0_m1_rnd,16,16,RW,0x0,"Math Unit 0, Multiplier 1 select rounding"
,m0_m1_csel,15,15,RW,0x0,"Math Unit 0, Multiplier 1 coefficient selection"
,m0_m1_osel,14,14,RW,0x0,"Math Unit 0, Multiplier 1 operand slection"
,m0_m1_mode,13,12,RW,0x0,"Math Unit 0, Multiplier 1 mode. 00 = 32-bit, 01 = 16-bit, 10= 8-bit, 11 = 4-bit"
,m0_m1_outsel,5,0,RW,0x0,"Math Unit 0, Mutliplier 1 output select"
,,,,,,
0x18,M1_M0_CONTROL,,,,,
,m1_m0_reset,31,31,RW,0x0,"Math Unit 1, Multiplier 0 reset accumulator"
,m1_m1_sat,18,18,RW,0x0,"Math Unit 1, Multiplier 0 select saturation"
,m1_m0_clr,17,17,RW,0x0,"Math Unit 1, Multiplier 0 clear accumulator"
,m1_m0_rnd,16,16,RW,0x0,"Math Unit 1, Multiplier 0 select rounding"
,m1_m0_csel,15,15,RW,0x0,"Math Unit 1, Multiplier 0 coefficient selection"
,m1_m0_osel,14,14,RW,0x0,"Math Unit 1, Multiplier 0 operand slection"
,m1_m0_mode,13,12,RW,0x0,"Math Unit 1, Multiplier 0 mode.
00 = 32-bit, 01 = 16-bit, 10= 8-bit, 11 = 4-bit"
,m1_m0_outsel,5,0,RW,0x0,"Math Unit 1, Mutliplier 0 output select"
,,,,,,
0x1C,M1_M1_CONTROL,,,,,
,m1_m1_reset,31,31,RW,0x0,"Math Unit 1, Multiplier 1 reset accumulator"
,m1_m1_sat,18,18,RW,0x0,"Math Unit 1, Multiplier 1 select saturation"
,m1_m1_clr,17,17,RW,0x0,"Math Unit 1, Multiplier 1 clear accumulator"
,m1_m1_rnd,16,16,RW,0x0,"Math Unit 1, Multiplier 1 select rounding"
,m1_m1_csel,15,15,RW,0x0,"Math Unit 1, Multiplier 1 coefficient selection"
,m1_m1_osel,14,14,RW,0x0,"Math Unit 1, Multiplier 1 operand slection"
,m1_m1_mode,13,12,RW,0x0,"Math Unit 1, Multiplier 1 mode.
00 = 32-bit, 01 = 16-bit, 10= 8-bit, 11 = 4-bit"
,m1_m1_outsel,5,0,RW,0x0,"Math Unit 1, Mutliplier 1 output select"
,,,,,,
0x20,M0_RAM_CONTROL,,,,,
,m0_coef_wdsel,14,14,RW,0x0,Math Unit 0 coefficient RAM write data select
,m0_oper1_wdsel,13,13,RW,0x0,Math Unit 0 Operand 0 RAM write data select
,m0_oper0_wdsel,12,12,RW,0x0,Math Unit 0 Operand 1 RAM write data select
,m0_coef_wmode,11,10,RW,0x0,Math Unit 0 coefficient RAM write mode
,m0_coef_rmode,9,8,RW,0x0,Math Unit 0 coefficient RAM read mode
,m0_oper1_wmode,7,6,RW,0x0,Math Unit 0 operand 0 RAM write mode
,m0_oper1_rmode,5,4,RW,0x0,Math Unit 0 operand 0 RAM read mode
,m0_oper0_wmode,3,2,RW,0x0,Math Unit 0 operand 1 RAM write mode
,m0_oper0_rmode,1,0,RW,0x0,Math Unit 0 operand 1 RAM read mode
,,,,,,
0x24,M1_RAM_CONTROL,,,,,
,m1_coef_wdsel,14,14,RW,0x0,Math Unit 1 coefficient RAM write data select
,m1_oper1_wdsel,13,13,RW,0x0,Math Unit 1 Operand 0 RAM write data select
,m1_oper0_wdsel,12,12,RW,0x0,Math Unit 1 Operand 1 RAM write data select
,m1_coef_wmode,11,10,RW,0x0,Math Unit 1 coefficient RAM write mode
,m1_coef_rmode,9,8,RW,0x0,Math Unit 1 coefficient RAM read mode
,m1_oper1_wmode,7,6,RW,0x0,Math Unit 1 operand 0 RAM write mode
,m1_oper1_rmode,5,4,RW,0x0,Math Unit 1 operand 0 RAM read mode
,m1_oper0_wmode,3,2,RW,0x0,Math Unit 1 operand 1 RAM write mode
,m1_oper0_rmode,1,0,RW,0x0,Math Unit 1 operand 1 RAM read mode
,,,,,,
0x30,M0_M0_CLKEN,,,,,
,m0_m0_clken,0,0,WO,-,Math Unit 0 Multiplier 0 Clock enable
,,,,,,
0x34,M0_M1_CLKEN,,,,,
,m0_m1_clken,0,0,WO,-,Math Unit 0 Multiplier 1 Clock enable
,,,,,,
0x38,M1_M0_CLKEN,,,,,
,m1_m0_clken,0,0,WO,-,Math Unit 1 Multiplier 0 Clock enable
,,,,,,
0x3C,M1_M1_CLKEN,,,,,
,m1_m1_clken,0,0,WO,-,Math Unit 1 Multiplier 1 Clock enable
,,,,,,
0x40,FPGAIO_OUT31_00,,,,,
,fpgaio_o_31,31,31,RW,0x0,Sets the fpgio output bit 31
,fpgaio_o_30,30,30,RW,0x0,Sets the fpgio output bit 30
,fpgaio_o_29,29,29,RW,0x0,Sets the fpgio output bit 29
,fpgaio_o_28,28,28,RW,0x0,Sets the fpgio output bit 28
,fpgaio_o_27,27,27,RW,0x0,Sets the fpgio output bit 27
,fpgaio_o_26,26,26,RW,0x0,Sets the fpgio output bit 26
,fpgaio_o_25,25,25,RW,0x0,Sets the fpgio output bit 25
,fpgaio_o_24,24,24,RW,0x0,Sets the fpgio output bit 24
,fpgaio_o_23,23,23,RW,0x0,Sets the fpgio output bit 23
,fpgaio_o_22,22,22,RW,0x0,Sets the fpgio output bit 22
,fpgaio_o_21,21,21,RW,0x0,Sets the fpgio output bit 21
,fpgaio_o_20,20,20,RW,0x0,Sets the fpgio output bit 20
,fpgaio_o_19,19,19,RW,0x0,Sets the fpgio output bit 19
,fpgaio_o_18,18,18,RW,0x0,Sets the fpgio output bit 18
,fpgaio_o_17,17,17,RW,0x0,Sets the fpgio output bit 17
,fpgaio_o_16,16,16,RW,0x0,Sets the fpgio output bit 16
,fpgaio_o_15,15,15,RW,0x0,Sets the fpgio output bit 15
,fpgaio_o_14,14,14,RW,0x0,Sets the fpgio output bit 14
,fpgaio_o_13,13,13,RW,0x0,Sets the fpgio output bit 13
,fpgaio_o_12,12,12,RW,0x0,Sets the fpgio output bit 12
,fpgaio_o_11,11,11,RW,0x0,Sets the fpgio output bit 11
,fpgaio_o_10,10,10,RW,0x0,Sets the fpgio output bit 10
,fpgaio_o_9,9,9,RW,0x0,Sets the fpgio output bit 9
,fpgaio_o_8,8,8,RW,0x0,Sets the fpgio output bit 8
,fpgaio_o_7,7,7,RW,0x0,Sets the fpgio output bit 7
,fpgaio_o_6,6,6,RW,0x0,Sets the fpgio output bit 6
,fpgaio_o_5,5,5,RW,0x0,Sets the fpgio output bit 5
,fpgaio_o_4,4,4,RW,0x0,Sets the fpgio output bit 4
,fpgaio_o_3,3,3,RW,0x0,Sets the fpgio output bit 3
,fpgaio_o_2,2,2,RW,0x0,Sets the fpgio output bit 2
,fpgaio_o_1,1,1,RW,0x0,Sets the fpgio output bit 1
,fpgaio_o_0,0,0,RW,0x0,Sets the fpgio output bit 0
,,,,,,
0x44,FPGAIO_OUT63_32,,,,,
,fpgaio_o_63,31,31,RW,0x0,Sets the fpgio output bit 63
,fpgaio_o_62,30,30,RW,0x0,Sets the fpgio output bit 62
,fpgaio_o_61,29,29,RW,0x0,Sets the fpgio output bit 61
,fpgaio_o_60,28,28,RW,0x0,Sets the fpgio output bit 60
,fpgaio_o_59,27,27,RW,0x0,Sets the fpgio output bit 59
,fpgaio_o_58,26,26,RW,0x0,Sets the fpgio output bit 58
,fpgaio_o_57,25,25,RW,0x0,Sets the fpgio output bit 57
,fpgaio_o_56,24,24,RW,0x0,Sets the fpgio output bit 56
,fpgaio_o_55,23,23,RW,0x0,Sets the fpgio output bit 55
,fpgaio_o_54,22,22,RW,0x0,Sets the fpgio output bit 54
,fpgaio_o_53,21,21,RW,0x0,Sets the fpgio output bit 53
,fpgaio_o_52,20,20,RW,0x0,Sets the fpgio output bit 52
,fpgaio_o_51,19,19,RW,0x0,Sets the fpgio output bit 51
,fpgaio_o_50,18,18,RW,0x0,Sets the fpgio output bit 50
,fpgaio_o_49,17,17,RW,0x0,Sets the fpgio output bit 49
,fpgaio_o_48,16,16,RW,0x0,Sets the fpgio output bit 48
,fpgaio_o_47,15,15,RW,0x0,Sets the fpgio output bit 47
,fpgaio_o_46,14,14,RW,0x0,Sets the fpgio output bit 46
,fpgaio_o_45,13,13,RW,0x0,Sets the fpgio output bit 45
,fpgaio_o_44,12,12,RW,0x0,Sets the fpgio output bit 44
,fpgaio_o_43,11,11,RW,0x0,Sets the fpgio output bit 43
,fpgaio_o_42,10,10,RW,0x0,Sets the fpgio output bit 42
,fpgaio_o_41,9,9,RW,0x0,Sets the fpgio output bit 41
,fpgaio_o_40,8,8,RW,0x0,Sets the fpgio output bit 40
,fpgaio_o_39,7,7,RW,0x0,Sets the fpgio output bit 39
,fpgaio_o_38,6,6,RW,0x0,Sets the fpgio output bit 38
,fpgaio_o_37,5,5,RW,0x0,Sets the fpgio output bit 37
,fpgaio_o_36,4,4,RW,0x0,Sets the fpgio output bit 36
,fpgaio_o_35,3,3,RW,0x0,Sets the fpgio output bit 35
,fpgaio_o_34,2,2,RW,0x0,Sets the fpgio output bit 34
,fpgaio_o_33,1,1,RW,0x0,Sets the fpgio output bit 33
,fpgaio_o_32,0,0,RW,0x0,Sets the fpgio output bit 32
,,,,,,
0x48,FPGAIO_OUT79_64,,,,,
,fpgaio_o_79,15,15,RW,0x0,Sets the fpgio output bit 79
,fpgaio_o_78,14,14,RW,0x0,Sets the fpgio output bit 78
,fpgaio_o_77,13,13,RW,0x0,Sets the fpgio output bit 77
,fpgaio_o_76,12,12,RW,0x0,Sets the fpgio output bit 76
,fpgaio_o_75,11,11,RW,0x0,Sets the fpgio output bit 75
,fpgaio_o_74,10,10,RW,0x0,Sets the fpgio output bit 74
,fpgaio_o_73,9,9,RW,0x0,Sets the fpgio output bit 73
,fpgaio_o_72,8,8,RW,0x0,Sets the fpgio output bit 72
,fpgaio_o_71,7,7,RW,0x0,Sets the fpgio output bit 71
,fpgaio_o_70,6,6,RW,0x0,Sets the fpgio output bit 70
,fpgaio_o_69,5,5,RW,0x0,Sets the fpgio output bit 69
,fpgaio_o_68,4,4,RW,0x0,Sets the fpgio output bit 68
,fpgaio_o_67,3,3,RW,0x0,Sets the fpgio output bit 67
,fpgaio_o_66,2,2,RW,0x0,Sets the fpgio output bit 66
,fpgaio_o_65,1,1,RW,0x0,Sets the fpgio output bit 65
,fpgaio_o_64,0,0,RW,0x0,Sets the fpgio output bit 64
,,,,,,
0x50,FPGAIO_OE31_00,,,,,
,fpgaio_oe_31,31,31,RW,0x0,Sets the fpgio output enable for bit 31
,fpgaio_oe_30,30,30,RW,0x0,Sets the fpgio output enable for bit 30
,fpgaio_oe_29,29,29,RW,0x0,Sets the fpgio output enable for bit 29
,fpgaio_oe_28,28,28,RW,0x0,Sets the fpgio output enable for bit 28
,fpgaio_oe_27,27,27,RW,0x0,Sets the fpgio output enable for bit 27
,fpgaio_oe_26,26,26,RW,0x0,Sets the fpgio output enable for bit 26
,fpgaio_oe_25,25,25,RW,0x0,Sets the fpgio output enable for bit 25
,fpgaio_oe_24,24,24,RW,0x0,Sets the fpgio output enable for bit 24
,fpgaio_oe_23,23,23,RW,0x0,Sets the fpgio output enable for bit 23
,fpgaio_oe_22,22,22,RW,0x0,Sets the fpgio output enable for bit 22
,fpgaio_oe_21,21,21,RW,0x0,Sets the fpgio output enable for bit 21
,fpgaio_oe_20,20,20,RW,0x0,Sets the fpgio output enable for bit 20
,fpgaio_oe_19,19,19,RW,0x0,Sets the fpgio output enable for bit 19
,fpgaio_oe_18,18,18,RW,0x0,Sets the fpgio output enable for bit 18
,fpgaio_oe_17,17,17,RW,0x0,Sets the fpgio output enable for bit 17
,fpgaio_oe_16,16,16,RW,0x0,Sets the fpgio output enable for bit 16
,fpgaio_oe_15,15,15,RW,0x0,Sets the fpgio output enable for bit 15
,fpgaio_oe_14,14,14,RW,0x0,Sets the fpgio output enable for bit 14
,fpgaio_oe_13,13,13,RW,0x0,Sets the fpgio output enable for bit 13
,fpgaio_oe_12,12,12,RW,0x0,Sets the fpgio output enable for bit 12
